gender,age,work_study_loc,edu,edu_other,discipline,discipline_other,occupation,occupation_other,formation,formation_other,years_experience,org_number,company_size,type_dj,type_dj_other,work_task,work_task_other,prog_lang,prog_lang_other,prog_frequency,prog_frequency_other,prog_experience,prog_edu,prog_edu_other,graphic_tools,tools,tools_other,skill_level_1,skill_level_2,skill_level_3,skill_level_4,skill_level_5,skill_level_6,skill_level_7,skill_training,skill_training_other,skill_upskill,skill_upskill_other,scope_org,scope_org_other,scope,scope_other,beat,beat_other,medium,medium_other,main_platform,main_platform_other,data_used,data_used_other,dedicated_unit,dedicated_unit_other,dedicated_unit_size,project_team_size,project_duration,project_duration_other,collaboration,collaboration_type,collaboration_type_other,challenges,challenges_other,access_local,quality_local,access_national,quality_national,data_journalism_value,data_journalism_value_other,barriers,barriers_other,data_j_value,data_j_value_other,osint_usage...73,osint_tasks,osint_tasks_other,osint_usage...76,osint_usage_other,osint_learning,osint_challenges,osint_ethics,ai_usage,ai_tech,ai_tech_other,ai_tasks,ai_tasks_other,ai_additional_info,ai_challenges,ai_challenges_other,five_years_time,fav_journalist,fav_project,field_improvement,training,training_other,skill_demand_training,skill_demand_training_other,retirement,retirement_other,pigs
Female,25-34,Belgium,Master's degree,NA,"Arts and Humanities (e.g. journalism, linguistics, history)",NA,Part-time freelancer,NA,"Higher education (university degree, certificates)",NA,3-5 years,More than two,10 to 49 employees,"I write stories that are enriched and supported by data, I write stories that explain the data",NA,"Analyse data, Produce data visualisations",NA,NA,NA,NA,NA,NA,NA,NA,We use only external software,"Excel, Google Sheets, Tableau",NA,Novice,Advanced,Novice,Novice,Advanced,Novice,Intermediate,"Journalism, Statistics",NA,"Data Analysis, Journalism, Data Visualisation, Statistics",NA,International,NA,International,NA,"Agriculture, Economy, Energy",NA,Online-only digital outlet,NA,NA,NA,"Census data, Public official governmental data, Scraped data",NA,"No dedicated data unit, but regularly publish data driven projects",NA,NA,2-5,Several weeks,NA,No,NA,NA,"Time pressure, Lack of adequate knowledge in data analysis, Ensuring data reliability",NA,Good,Good,Good,Good,"Discovering stories (detecting anomalies and deviations, establishing associations), Making predictions (e.g., political or weather forecasting), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of time for training and deepening knowledge of specific skills, Lack of on-field practice",NA,"It increases impartiality, It helps with finding important stories, It makes a story more reliable, It is necessary given the increase of data, It helps readers make sense of what they are reading",NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,"Speech-to-text and text-to-speech applications, Generative AI tools (e.g., Bard, ChatGPT, DALL-E, Midjourney)",NA,Searching content,NA,NA,"Access to training, Concerns about bias and ethics of AI models",NA,Yes,Alan Smith,Investigates Europe work on corporate landlords,More accessible training,NA,NA,NA,NA,NA,NA,FALSE
Male,45-54,Ireland,Professional degree / Technical institute,NA,None of the above,NA,Part-time freelancer,NA,"Self-taught using online resources (videos, blogs, forums)",NA,3-5 years,Two,10 to 49 employees,None of the above,NA,Design web pages,NA,NA,NA,NA,NA,NA,NA,NA,We use only external software,"D3.js, Excel, Python, R",NA,Novice,Novice,Novice,Novice,Novice,Novice,Novice,"Data Analysis, Journalism",NA,"Data Analysis, Journalism",NA,International,NA,International,NA,"Education, Government and Politics, Technology",NA,"Radio, Social media",NA,NA,NA,Social media data,NA,Sometimes publishing data driven projects,NA,NA,6-9,A month or more,NA,Yes,One-time project and separate content production,NA,Access to quality data,NA,Average,Good,Average,Average,"Discovering stories (detecting anomalies and deviations, establishing associations)",NA,Lack of on-field practice,NA,It is necessary given the increase of data,NA,Yes,"Verify sources, images, and/or videos",NA,News media,NA,News,Open source,NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Non-binary, genderqueer, or gender non-conforming",25-34,Czech Republic,Bachelor's degree,NA,"Arts and Humanities (e.g. journalism, linguistics, history)",NA,Part-time freelancer,NA,"Self-taught using online resources (videos, blogs, forums)",NA,Under 1 year,Two,"Just me - I am a freelancer, sole proprietor, etc.",I write stories that explain the data,NA,Gather data,NA,NA,NA,NA,NA,NA,NA,NA,Not applicable,"Excel, Google Sheets",NA,Novice,Intermediate,Novice,None,Novice,None,None,"Journalism, Ethics",NA,"Data Analysis, Journalism, Data Visualisation, Ethics",NA,None / Not applicable,NA,National,NA,"Crime / Courts, Education, Government and Politics, Investigative Reports, Poverty and Development",NA,"Online-only digital outlet, Social media",NA,NA,NA,"Open access data from unofficial sources, Social media data",NA,Not applicable,NA,NA,2-5,A month or more,NA,No,NA,NA,"Time pressure, Lack of adequate knowledge in data visualisation, Lack of financial resources, The audience benefit is smaller than the time or money spent, Lack of interest from consumers",NA,Very Good,Average,Very Poor,Very Poor,"Detecting and monitoring events (e.g., on social media or news media), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of financial resources, Lack of on-field practice, Lack of internship opportunities/struggle to enter industry, Lack of expert educators",NA,"It increases impartiality, It helps with finding unique stories, It helps with finding important stories, It makes a story more reliable",NA,I’m not sure,"Navigate maps, satellites, and location-based information, Fact-check, debunk misinformation, fake news, and biassed media reports, Navigate and extract information from social media",NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Female,35-44,Slovakia,Master's degree,NA,"Arts and Humanities (e.g. journalism, linguistics, history)",NA,Part-time employment at a news company/organisation,NA,"Self-taught using online resources (videos, blogs, forums)",NA,3-5 years,Two,100 to 499 employees,"I write stories that are enriched and supported by data, I expose information that is hidden in the data, I write stories that explain the data",NA,"Analyse data, Gather data, Produce data visualisations",NA,NA,NA,NA,NA,NA,NA,NA,We use only external software,"Datawrapper, Excel, Flourish, Google Sheets",NA,Intermediate,Advanced,Novice,Novice,Novice,None,Intermediate,"Journalism, Ethics, Statistics",NA,Machine Learning,NA,Other (please specify),We ste in 2 countries.,National,NA,"Economy, Environment, Government and Politics, Poverty and Development",NA,Print or broadcast media outlets with a digital site,NA,In both,NA,"Open access data from unofficial sources, Public official governmental data, Self-administered survey data",NA,"No dedicated data unit, but regularly publish data driven projects, Sometimes publishing data driven projects",NA,NA,2-5,A month or more,NA,No,NA,NA,Access to quality data,NA,Average,Average,Average,Average,"Discovering stories (detecting anomalies and deviations, establishing associations), Making predictions (e.g., political or weather forecasting), Finding the truth (verifying sources and content, or fact-checking)",NA,Lack of time for training and deepening knowledge of specific skills,NA,"It helps with finding unique stories, It helps with finding important stories, It makes a story more reliable, It helps readers make sense of what they are reading",NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Female,25-34,Germany,Master's degree,NA,"Arts and Humanities (e.g. journalism, linguistics, history)",NA,Full-time employment at a news company/organisation,NA,"Higher education (university degree, certificates), Self-taught using online resources (videos, blogs, forums), Workplace training (upskill sessions, bootcamps)",NA,1-2 years,One,I don't know,"I write stories that are enriched and supported by data, I expose information that is hidden in the data",NA,"Analyse data, Clean data, Code/programme, Gather data",NA,"Python, R",NA,Every other day,NA,3-5 years,"Higher education (university degree), Self-taught using online resources (videos, blogs, forums), Workplace training (upskill sessions, bootcamps)",NA,We use a balance of both,Datawrapper,NA,Intermediate,Advanced,None,Novice,Novice,Intermediate,Intermediate,"Data Analysis, Journalism, Scraping, Data Wrangling, Statistics",NA,"Data Analysis, Machine Learning, Scraping, Data Visualisation, Data Wrangling, Statistics",NA,"Local (city, municipality, region, state)",NA,"Local (city, municipality, region, state)",NA,"Energy, Environment, Government and Politics, Investigative Reports, Poverty and Development",NA,Print or broadcast media outlets with a digital site,NA,In the online site,NA,"Crowd-sourced data, Public official governmental data, Self-administered survey data",NA,Dedicated data unit/blog/section/desk/team,NA,11-15,2-5,A month or more,NA,Yes,One-time project and separate content production,NA,"Access to quality data, Lack of financial resources, Ensuring data reliability, The audience benefit is smaller than the time or money spent, Lack of interest from consumers, Lack of interest from management",NA,Average,Very Good,Average,Very Good,"Discovering stories (detecting anomalies and deviations, establishing associations), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of on-field practice, Lack of internship opportunities/struggle to enter industry",NA,"It helps with finding unique stories, It makes a story more reliable, It enables data democratisation, It helps readers make sense of what they are reading",NA,I’m not sure,"Navigate maps, satellites, and location-based information, Fact-check, debunk misinformation, fake news, and biassed media reports, Verify sources, images, and/or videos",NA,"News media, Public government data and reports, Professional and academic publications",NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Female,25-34,France,Master's degree,NA,"Social sciences (e.g. psychology, sociology, political science), Formal sciences (e.g. computer science, mathematics, statistics), Arts and Humanities (e.g. journalism, linguistics, history)",NA,Full-time employment at a news company/organisation,NA,"Formal education online (online courses, certifications), Higher education (university degree, certificates), Self-taught using online resources (videos, blogs, forums)",NA,3-5 years,One,500+,"I write stories that are enriched and supported by data, I expose information that is hidden in the data, I write stories that explain the data",NA,"Analyse data, Clean data, Code/programme, Design web pages, Develop data-driven applications, Gather data, Produce data visualisations",NA,"Python, JavaScript, HTML/CSS",NA,Daily,NA,6-10 years,"Formal education online (online courses, certifications), Higher education (university degree), Self-taught using offline resources (books, physical media), Self-taught using online resources (videos, blogs, forums)",NA,Mostly in-house software but some external,"D3.js, Excel, Google Sheets, Python, Svelte, Other (please specify)",maplibreGL,Intermediate,Intermediate,None,Intermediate,Intermediate,Intermediate,Intermediate,Other (please specify),GIS,Machine Learning,NA,International,NA,"International, National, Local (city, municipality, region, state)",NA,"Agriculture, Economy, Environment, Government and Politics, Investigative Reports, Weather / Climate",NA,Print or broadcast media outlets with a digital site,NA,In the online site,NA,"Crowd-sourced data, FOI obtained data, Open access data from unofficial sources, Public official governmental data, Scraped data",NA,Dedicated data unit/blog/section/desk/team,NA,6-10,2-5,Several weeks,NA,Yes,"One-time project and separate content production, One-time project and sharing of content/data/resources at the organisational level",NA,"Access to quality data, Time pressure, Lack of financial resources, Using data ethically, Ensuring data reliability, The audience benefit is smaller than the time or money spent, Lack of interest from management",NA,Poor,Average,Good,Good,"Discovering stories (detecting anomalies and deviations, establishing associations), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of financial resources, Lack of time for training and deepening knowledge of specific skills, Lack of on-field practice, Lack of internship opportunities/struggle to enter industry, Lack of expert educators",NA,"It helps with finding unique stories, It helps with finding important stories, It makes a story more reliable, It is necessary given the increase of data, It enables data democratisation, It helps readers make sense of what they are reading",NA,Yes,"Navigate maps, satellites, and location-based information, Create maps and other types of visualisations",NA,"News media, Internet media from citizens and social media, Public government data and reports, Professional and academic publications, Commercial data, imagery, and databases",NA,"I follow some X accounts, and we have a slack osint channel where we share the latest OSINT news with other colleagues",Multiplicity of sources and data formats,"Assessing the necessity of information vs the publication of sensitive data
Anonymizing any sensitive data as much as possible",Yes,"Speech-to-text and text-to-speech applications, Generative AI tools (e.g., Bard, ChatGPT, DALL-E, Midjourney)",NA,"Searching content, Data cleaning / processing, Data visualisation",NA,NA,"Limited understanding of the tool / technology, Access to training, Dedicated time to experiment with it, Financial constraints, Concerns about bias and ethics of AI models",NA,Yes,Mona Chalabi,NA,"diversity, transparency, sharing skills (still a lot of cis white men who only talk to one another and believe they're the best, at least that's the case in France!)",NA,NA,NA,NA,NA,NA,FALSE
Female,35-44,Bulgaria,Doctoral degree,NA,"Arts and Humanities (e.g. journalism, linguistics, history)",NA,Full-time employment at a news company/organisation,NA,"Formal education offline (bootcamps, professional courses and training events), Workplace training (upskill sessions, bootcamps)",NA,3-5 years,One,10 to 49 employees,"I expose information that is hidden in the data, I write stories that explain the data",NA,Analyse data,NA,NA,NA,NA,NA,NA,NA,NA,We use only external software,Flourish,NA,Intermediate,Advanced,Novice,None,Novice,None,Advanced,"Data Analysis, Journalism, Ethics, Statistics",NA,"Machine Learning, Data Visualisation",NA,National,NA,National,NA,"Business and Commerce, Economy, Government and Politics, Investigative Reports",NA,Online-only digital outlet,NA,NA,NA,"FOI obtained data, Open access data from unofficial sources, Public official governmental data",NA,Sometimes publishing data driven projects,NA,NA,"One, just me",Several weeks,NA,No,NA,NA,"Access to quality data, Time pressure, Lack of adequate knowledge in data analysis, Lack of financial resources, The audience benefit is smaller than the time or money spent",NA,Good,Poor,Good,Very Good,"Discovering stories (detecting anomalies and deviations, establishing associations), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of time for training and deepening knowledge of specific skills, Lack of on-field practice, Lack of internship opportunities/struggle to enter industry",NA,"It helps with finding important stories, It makes a story more reliable, It helps readers make sense of what they are reading",NA,I’m not sure,"Fact-check, debunk misinformation, fake news, and biassed media reports",NA,"Public government data and reports, Professional and academic publications, Commercial data, imagery, and databases",NA,"Receiving newsletters from journalism associations and going to seminars organized by different organizations - Global Investigative Journalism Conference 2023 (Sweden), Association of European Journalists - Bulgaria",Need more in-depth knowledge about OSINT,Discuss them with colleagues and read international standards,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,Data visualisation,NA,NA,NA,NA,NA,NA,FALSE
Male,35-44,Germany,Master's degree,NA,"Formal sciences (e.g. computer science, mathematics, statistics)",NA,Part-time employment at a news company/organisation,NA,Other (Please specify),"Training on-the-job, moving from web development into data journalism",6-10 years,One,500+,"I write stories that are enriched and supported by data, I expose information that is hidden in the data, I write stories that explain the data",NA,"Analyse data, Clean data, Code/programme, Design web pages, Develop data-driven applications, Gather data, Produce data visualisations",NA,"Python, JavaScript, HTML/CSS",NA,Every other day,NA,11-16 years,"Higher education (university degree), Self-taught using offline resources (books, physical media), Self-taught using online resources (videos, blogs, forums), Workplace training (upskill sessions, bootcamps)",NA,Mostly external software but some in-house,"D3.js, Datawrapper, Excel, Google Sheets, Python, Svelte",NA,Intermediate,Intermediate,None,Novice,Advanced,Intermediate,Intermediate,Data Analysis,NA,"Data Analysis, Ethics, Statistics",NA,"National, Local (city, municipality, region, state)",NA,"National, Local (city, municipality, region, state)",NA,"Agriculture, Environment, Investigative Reports",NA,Print or broadcast media outlets with a digital site,NA,In the online site,NA,"Census data, Crowd-sourced data, Open access data from unofficial sources, Public official governmental data",NA,Dedicated data unit/blog/section/desk/team,NA,11-15,2-5,Several weeks,NA,No,NA,NA,"Access to quality data, Time pressure, Lack of adequate knowledge in data analysis, Lack of financial resources, Using data ethically, Ensuring data reliability, The audience benefit is smaller than the time or money spent",NA,Poor,Average,Average,Average,"Discovering stories (detecting anomalies and deviations, establishing associations), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of time for training and deepening knowledge of specific skills, Lack of expert educators",NA,"It increases impartiality, It helps with finding unique stories, It helps with finding important stories, It makes a story more reliable, It is necessary given the increase of data, It enables data democratisation",NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,"Christian Endt, Zeit Online",NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Male,35-44,Romania,Master's degree,NA,"Social sciences (e.g. psychology, sociology, political science), Arts and Humanities (e.g. journalism, linguistics, history)",NA,Full-time employment at a news company/organisation,NA,"Formal education online (online courses, certifications), Formal education offline (bootcamps, professional courses and training events), Self-taught using online resources (videos, blogs, forums)",NA,1-2 years,One,2 to 9 employees,"I write stories that are enriched and supported by data, I expose information that is hidden in the data, I write stories that explain the data",NA,"Analyse data, Clean data, Produce data visualisations",NA,NA,NA,NA,NA,NA,NA,NA,We use only external software,"Excel, Flourish, Google Sheets",NA,Novice,Advanced,None,None,Novice,Novice,Novice,"Journalism, Data Visualisation",NA,"Scraping, Data Wrangling, Statistics",NA,"Local (city, municipality, region, state)",NA,"National, Local (city, municipality, region, state)",NA,Investigative Reports,NA,Online-only digital outlet,NA,NA,NA,"FOI obtained data, Public official governmental data, Scraped data",NA,Sometimes publishing data driven projects,NA,NA,2-5,A month or more,NA,No,NA,NA,"Access to quality data, Time pressure, Lack of adequate knowledge in data analysis, Ensuring data reliability, The audience benefit is smaller than the time or money spent, Lack of interest from consumers",NA,Poor,Poor,Average,Average,"Discovering stories (detecting anomalies and deviations, establishing associations), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of time for training and deepening knowledge of specific skills, Lack of on-field practice, Lack of internship opportunities/struggle to enter industry",NA,"It helps with finding unique stories, It helps readers make sense of what they are reading",NA,Yes,"Navigate maps, satellites, and location-based information, Fact-check, debunk misinformation, fake news, and biassed media reports, Verify sources, images, and/or videos, Navigate and extract information from social media",NA,"Internet media from citizens and social media, Public government data and reports",NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Female,18-24,Portugal,Master's degree,NA,"Arts and Humanities (e.g. journalism, linguistics, history)",NA,Full-time employment at a news company/organisation,NA,"Self-taught using offline resources (books, physical media), Self-taught using online resources (videos, blogs, forums)",NA,1-2 years,One,50 to 99 employees,"I write stories that are enriched and supported by data, I expose information that is hidden in the data, I write stories that explain the data",NA,"Analyse data, Clean data, Code/programme, Design web pages, Develop data-driven applications, Gather data, Produce data visualisations",NA,"R, JavaScript, HTML/CSS",NA,At least once a week,NA,3-5 years,"Self-taught using offline resources (books, physical media), Self-taught using online resources (videos, blogs, forums)",NA,Mostly external software but some in-house,"D3.js, Datawrapper, Flourish, Google Sheets, OpenRefine, R, Svelte",NA,Novice,Novice,None,Novice,Intermediate,None,Novice,Journalism,NA,"Data Analysis, Machine Learning, Scraping, Data Visualisation",NA,National,NA,"International, National, Local (city, municipality, region, state)",NA,"Economy, Education, Government and Politics, Health, Lifestyle, Sports, Technology, Weather / Climate",NA,Print or broadcast media outlets with a digital site,NA,In the online site,NA,"Census data, Public official governmental data, Scraped data",NA,Sometimes publishing data driven projects,NA,NA,2-5,Several weeks,NA,No,NA,NA,"Access to quality data, Time pressure, Lack of adequate knowledge in data analysis, Lack of adequate knowledge in data visualisation, Lack of financial resources, Ensuring data reliability, Lack of interest from management",NA,Average,Very Good,Good,Very Good,"Discovering stories (detecting anomalies and deviations, establishing associations), Finding the truth (verifying sources and content, or fact-checking)",NA,"Lack of financial resources, Lack of time for training and deepening knowledge of specific skills, Lack of internship opportunities/struggle to enter industry, Lack of expert educators",NA,"It helps with finding unique stories, It makes a story more reliable, It enables data democratisation, It helps readers make sense of what they are reading",NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,"Natural Language Processing (NLP), Machine Learning, Generative AI tools (e.g., Bard, ChatGPT, DALL-E, Midjourney)",NA,"Text mining, Data cleaning / processing, Data visualisation",NA,NA,"Limited understanding of the tool / technology, Dedicated time to experiment with it, Financial constraints",NA,Yes,Rui Barros,https://www.publico.pt/interactivos/faca-seu-ranking/,NA,NA,NA,NA,NA,NA,NA,TRUE
Female,45-54,Croatia,Master's degree,NA,"Arts and Humanities (e.g. journalism, linguistics, history)",NA,Full-time freelancer,NA,"Formal education offline (bootcamps, professional courses and training events), Workplace training (upskill sessions, bootcamps)",NA,More than 10 years,More than two,"Just me - I am a freelancer, sole proprietor, etc.",I write stories that explain the data,NA,"Analyse data, Gather data, Produce data visualisations",NA,NA,NA,NA,NA,NA,NA,NA,Not applicable,"D3.js, Excel, Google Sheets",NA,Novice,Advanced,Novice,Novice,Novice,Novice,Intermediate,"Data Analysis, Journalism, Ethics, Statistics",NA,"Data Analysis, Scraping, Data Visualisation, Ethics",NA,International,NA,National,NA,"Crime / Courts, Education, Health, Investigative Reports, Poverty and Development",NA,"Print or broadcast media outlets with a digital site, Radio",NA,In both,NA,"FOI obtained data, Open access data from unofficial sources, Public official governmental data, Self-administered survey data",NA,Sometimes publishing data driven projects,NA,NA,2-5,A month or more,NA,Yes,"One-time project and separate content production, One-time project and co-creation of content, One-time project and sharing of content/data/resources at the organisational level",NA,"Time pressure, Lack of financial resources",NA,Average,Poor,Average,Poor,"Discovering stories (detecting anomalies and deviations, establishing associations), Finding the truth (verifying sources and content, or fact-checking)",NA,Lack of financial resources,NA,"It helps with finding unique stories, It helps with finding important stories, It makes a story more reliable, It is necessary given the increase of data, It helps readers make sense of what they are reading",NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Migrant graves by group of freelance journalists and Guardian,NA,NA,NA,NA,NA,NA,NA,FALSE
Female,45-54,France,Master's degree,NA,"Social sciences (e.g. psychology, sociology, political science)",NA,Part-time freelancer,NA,"Self-taught using online resources (videos, blogs, forums)",NA,Under 1 year,Not applicable,"Just me - I am a freelancer, sole proprietor, etc.",I write stories that are enriched and supported by data,NA,Analyse data,NA,NA,NA,NA,NA,NA,NA,NA,Not applicable,None of the items listed,NA,Novice,Advanced,None,None,None,None,Novice,Journalism,NA,"Data Analysis, Journalism, Machine Learning, Scraping, Data Visualisation, Data Wrangling, Statistics",NA,None / Not applicable,NA,International,NA,"Entertainment, Government and Politics, Other (please specify)",Travel,"Print or broadcast media outlets with a digital site, Online-only digital outlet",NA,In the online site,NA,"Public official governmental data, Self-administered survey data, Social media data",NA,Not applicable,NA,NA,"One, just me",Several weeks,NA,No,NA,NA,"Access to quality data, Time pressure, Lack of adequate knowledge in data analysis, Lack of adequate knowledge in data visualisation, Lack of financial resources",NA,Average,Average,Average,Average,"Discovering stories (detecting anomalies and deviations, establishing associations), Detecting and monitoring events (e.g., on social media or news media), Finding the truth (verifying sources and content, or fact-checking)",NA,Lack of financial resources,NA,"It increases impartiality, It helps with finding unique stories, It helps with finding important stories, It makes a story more reliable, It helps readers make sense of what they are reading",NA,Yes,"Fact-check, debunk misinformation, fake news, and biassed media reports, Navigate and extract information from social media",NA,"News media, Internet media from citizens and social media, Public government data and reports, Professional and academic publications",NA,Google search,"Deciding how broad or narrow to make enquiry, time pressures, access to social media data","Anonymising all reports, secure temporary storage",No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
